Stasjon            Dato       Dyp Temperatur Salt        Kalibrert_temperatur Kalibrert_salt
Ingoy              05.01.1995 250 6.102      34.54       6.102                34.748        
Ingoy              10.01.1995 250 6.147      34.752      6.277                34.928        
Ingoy              18.01.1995 250 5.999      34.383      6.019                34.552        
Ingoy              27.01.1995 250 6.209      34.655      6.299                34.833        
Ingoy              31.01.1995 250 6.04       34.729      6.1                  34.951        
Ingoy              16.02.1995 250 5.257      34.756      5.287                34.993        
Ingoy              24.02.1995 250 5.414      34.362      5.394                34.609        
Ingoy              01.03.1995 250 5.809      34.614      5.979                34.808        
Ingoy              08.03.1995 250 5.65       34.691      5.7                  34.854        
Ingoy              02.05.1995 250 5.095      35.674      5.165                35.116        
Ingoy              11.05.1995 250 4.861      35.628      5.001                35.004        
Ingoy              18.05.1995 250 5.251      35.732      5.341                35.119        
Ingoy              23.05.1995 250 5.438      35.355      5.549                34.756        
Ingoy              01.06.1995 250 5.049      35.619      5.139                34.936        
Ingoy              14.06.1995 250 5.54       35.296      5.63                 34.733        
Ingoy              22.06.1995 250 5.537      35.318      5.607                34.727        
Ingoy              28.06.1995 250 5.739      35.479      5.799                34.752        
Ingoy              06.07.1995 250 5.361      35.706      5.511                35.013        
Ingoy              13.07.1995 250 5.872      35.667      5.942                34.866        
Ingoy              03.08.1995 250 5.441      35.734      5.541                35.002        
Ingoy              08.08.1995 250 5.978      35.628      6.338                34.867        
Ingoy              16.08.1995 250 6.111      35.204      6.171                34.789        
Ingoy              25.08.1995 250 5.992      35.649      6.032                34.709        
Ingoy              31.08.1995 250 5.995      35.839      6.255                34.99         
Ingoy              05.09.1995 250 6.214      35.894      6.444                34.982        
Ingoy              14.09.1995 250 5.549      35.914      5.599                35.022        
Ingoy              21.09.1995 250 5.893      35.797      12.333               34.957        
Ingoy              27.09.1995 250 6.688      35.624      6.848                34.832        
Ingoy              05.10.1995 250 6.619      35.457      6.689                34.82         
Ingoy              11.10.1995 250 6.832      35.029      -0.598               34.446        
Ingoy              19.10.1995 250 6.404      34.942      6.384                35.21         
Ingoy              23.11.1995 250 5.985      34.668      6.215                34.83         
Ingoy              29.11.1995 250 6.338      34.592      6.318                34.773        
Ingoy              09.12.1995 250 6.001      34.433      5.991                34.971        
Ingoy              01.05.1996 250 4.571      34.363      4.601                34.908        
Ingoy              16.05.1996 250 4.917      34.864      4.947                34.907        
Ingoy              24.05.1996 250 4.416      34.985      4.436                34.925        
Ingoy              02.06.1996 250 4.869      34.71       9.699                69.544        
Ingoy              25.06.1996 250 4.641      35.164      0.651                34.936        
Ingoy              03.07.1996 250 4.273      35.156      4.323                34.975        
Ingoy              12.07.1996 250 4.512      35.117      4.582                34.975        
Ingoy              22.07.1996 250 5.015      35.096      5.095                34.983        
Ingoy              31.07.1996 250 5.788      35.065      5.818                34.922        
Ingoy              19.08.1996 250 6.441      34.99       6.501                34.897        
Ingoy              28.08.1996 250 5.986      34.932      5.726                35            
Ingoy              21.10.1996 250 6.318      34.985      6.448                35.064        
Ingoy              29.10.1996 250 7.426      34.881      7.416                34.916        
Ingoy              09.11.1996 250 6.899      34.999      6.899                35.01         
Ingoy              11.12.1996 250 6.383      35.128      6.443                -0.042        
Ingoy              22.12.1996 250 6.089      35.038      6.188                34.937        
Ingoy              04.01.1997 250 5.57       35.13       5.63                 35.037        
Ingoy              12.01.1997 250 5.288      35.107      5.348                35.004        
Ingoy              23.01.1997 250 4.986      34.972      4.976                34.909        
Ingoy              29.01.1997 250 5.01       35.087      4.99                 35.029        
Ingoy              07.02.1997 250 4.89       35.111      4.86                 35.023        
Ingoy              19.02.1997 250 4.289      34.833      4.279                34.721        
Ingoy              28.02.1997 250 4.62       35.105      4.61                 34.981        
Ingoy              07.03.1997 250 4.685      35.105      4.675                34.984        
Ingoy              14.03.1997 250 5.052      35.078      5.022                34.971        
Ingoy              22.03.1997 250 4.337      35.126      4.547                35.029        
Ingoy              30.03.1997 250 4.824      35.033      4.804                34.862        
Ingoy              07.04.1997 250 5.066      35.105      5.056                34.961        
Ingoy              15.04.1997 250 4.761      34.956      4.381                34.824        
Ingoy              23.04.1997 250 4.494      35.13       4.474                35.001        
Ingoy              01.05.1997 250 4.662      34.995      4.692                34.871        
Ingoy              08.05.1997 250 4.687      35.06       4.667                34.932        
Ingoy              17.05.1997 250 4.762      35.072      4.652                34.939        
Ingoy              24.05.1997 250 4.499      35.083      4.499                34.937        
Ingoy              31.05.1997 250 4.872      34.998      4.842                34.873        
Ingoy              16.06.1997 250 4.577      35.159      0.497                -0.011        
Ingoy              02.07.1997 250 4.611      35.111      0.571                35.001        
Ingoy              22.07.1997 250 5.091      34.979      0.431                34.961        
Ingoy              31.07.1997 250 5.375      34.938      0.735                34.922        
Ingoy              07.08.1997 250 5.134      35.002      0.674                34.97         
Ingoy              15.08.1997 250 5.414      34.989      -0.006               34.98         
Ingoy              02.09.1997 250 5.67       34.997      1.05                 34.978        
Ingoy              12.09.1997 250 5.806      34.968      0.906                34.948        
Ingoy              20.09.1997 250 6.133      34.91       1.033                34.896        
Ingoy              28.09.1997 250 6.326      34.848      0.776                34.762        
Ingoy              05.10.1997 250 6.478      34.943      0.678                34.921        
Ingoy              13.10.1997 250 5.838      35.057      0.618                35.042        
Ingoy              23.11.1997 250 6.231      34.973      6.231                34.959        
Ingoy              30.11.1997 250 6.112      35.007      6.122                34.967        
Ingoy              13.12.1997 250 6.625      34.915      5.715                34.874        
Ingoy              30.12.1997 250 6.412      34.806      6.423                34.784        
Ingoy              11.01.1998 250 6.014      35.007      6.004                34.971        
Ingoy              19.01.1998 250 6.183      35.015      6.153                34.959        
Ingoy              27.01.1998 250 6.272      34.852      6.252                34.777        
Ingoy              07.02.1998 250 5.555      35          5.575                34.929        
Ingoy              16.02.1998 250 4.982      34.975      4.992                34.873        
Ingoy              08.04.1998 250 4.77       34.844      4.76                 34.995        
Ingoy              18.04.1998 250 5.045      34.61       9.465                34.775        
Ingoy              25.04.1998 250 5.122      34.72       5.102                34.859        
Ingoy              02.05.1998 250 5.183      34.779      5.163                34.941        
Ingoy              11.05.1998 250 5.413      34.745      5.383                34.903        
Ingoy              18.05.1998 250 5.67       34.824      5.62                 34.984        
Ingoy              26.05.1998 250 5.305      34.877      5.305                34.992        
Ingoy              26.08.1998 250 6.422      35.284      6.452                35.027        
Ingoy              02.09.1998 250 6.102      35.038      6.162                35.016        
Ingoy              09.09.1998 250 6.774      35          6.824                35.024        
Ingoy              17.09.1998 250 5.343      35.047      5.383                35.074        
Ingoy              24.09.1998 250 6.666      34.975      6.696                34.978        
Ingoy              02.10.1998 250 5.873      35.08       5.923                35.093        
Ingoy              09.10.1998 250 6.939      35.006      6.979                35.005        
Ingoy              20.10.1998 250 6.51       35.063      6.54                 35.064        
Ingoy              27.10.1998 250 7.375      35.019      7.395                35.022        
Ingoy              03.11.1998 250 6.638      35.147      6.678                35.161        
Ingoy              12.11.1998 250 6.963      35.048      6.993                34.993        
Ingoy              19.11.1998 250 6.145      35.107      6.175                35.11         
Ingoy              27.11.1998 250 6.883      34.963      6.893                34.946        
Ingoy              08.12.1998 250 6.531      34.889      6.531                34.871        
Ingoy              17.12.1998 250 6.721      34.962      6.731                34.959        
Ingoy              07.01.1999 250 6.553      34.768      6.563                34.761        
Ingoy              14.01.1999 250 6.423      34.995      6.433                34.984        
Ingoy              27.01.1999 250 6.342      34.911      6.362                34.89         
Ingoy              04.02.1999 250 4.579      34.298      4.589                34.291        
Ingoy              19.02.1999 250 6.268      34.914      6.298                34.901        
Ingoy              27.02.1999 250 5.733      34.793      5.853                34.697        
Ingoy              06.03.1999 250 5.8        34.827      5.82                 34.805        
Ingoy              13.03.1999 250 3.673      34.269      3.703                34.236        
Ingoy              22.03.1999 250 5.845      34.916      5.865                34.884        
Ingoy              31.03.1999 250 5.335      34.73       5.355                34.708        
Ingoy              13.04.1999 250 5.466      34.776      5.476                34.756        
Ingoy              24.04.1999 250 5.598      34.841      5.628                34.816        
Ingoy              01.05.1999 250 5.657      35.009      5.687                34.984        
Ingoy              08.05.1999 250 5.616      34.983      5.626                34.962        
Ingoy              16.05.1999 250 5.533      35.046      5.533                35.037        
Ingoy              25.05.1999 250 5.279      34.633      5.279                34.624        
Ingoy              02.06.1999 250 5.85       35.019      5.87                 35.031        
Ingoy              09.06.1999 250 5.4        35.066      5.42                 35.053        
Ingoy              21.06.1999 250 5.7        34.86       5.71                 34.844        
Ingoy              28.06.1999 250 5.784      35.106      5.814                35.064        
Ingoy              05.07.1999 250 5.255      35.15       5.275                35.056        
Ingoy              13.07.1999 250 6.069      35.091      6.059                34.716        
Ingoy              20.07.1999 250 5.798      35.42       5.848                35.037        
Ingoy              09.08.1999 250 6.464      35.439      6.474                35.029        
Ingoy              17.08.1999 250 5.812      35.493      5.832                35.098        
Ingoy              24.08.1999 250 6.498      35.513      6.658                35.111        
Ingoy              31.08.1999 250 6.646      34.911      6.786                34.96         
Ingoy              04.10.1999 250 6.457      35.087      6.497                35.075        
Ingoy              11.10.1999 250 7.191      34.925      7.211                34.887        
Ingoy              18.10.1999 250 6.836      35.108      6.896                35.075        
Ingoy              26.10.1999 250 6.377      35.02       6.377                34.99         
Ingoy              06.11.1999 250 7.44       34.97       7.49                 34.941        
Ingoy              14.11.1999 250 7.409      35.13       7.409                35.106        
Ingoy              22.11.1999 250 7.617      34.774      7.617                34.751        
Ingoy              01.12.1999 250 7.38       34.884      7.41                 34.86         
Ingoy              09.12.1999 250 6.119      34.959      6.139                34.935        
Ingoy              16.12.1999 250 6.819      35.112      6.839                35.088        
Ingoy              23.12.1999 250 6.374      35.065      6.414                35.031        
Ingoy              30.12.1999 250 6.935      35.019      6.955                34.984        
Ingoy              07.01.2000 250 7.084      35.044      7.094                35.014        
Ingoy              14.01.2000 250 7.143      35.042      7.153                34.998        
Ingoy              23.01.2000 250 6.464      35.071      6.484                35.004        
Ingoy              30.01.2000 250 6.723      35.033      6.803                34.942        
Ingoy              09.02.2000 250 6.099      35.032      6.119                34.969        
Ingoy              16.02.2000 250 6.129      34.876      6.139                34.82         
Ingoy              23.02.2000 250 5.824      35.096      5.844                35.063        
Ingoy              02.03.2000 250 6.199      34.903      6.209                34.857        
Ingoy              12.03.2000 250 5.597      34.979      5.597                34.927        
Ingoy              19.03.2000 250 5.478      34.787      5.488                34.739        
Ingoy              26.03.2000 250 5.413      34.944      5.383                34.896        
Ingoy              03.04.2000 250 5.402      34.932      5.402                34.902        
Ingoy              13.04.2000 250 5.249      34.995      5.259                34.967        
Ingoy              27.04.2000 250 5.23       34.941      5.25                 34.898        
Ingoy              05.05.2000 250 5.09       34.944      5.1                  34.904        
Ingoy              12.05.2000 250 5.246      35.047      5.286                35.037        
Ingoy              20.05.2000 250 5.336      34.9        5.376                34.843        
Ingoy              27.05.2000 250 5.141      35.042      5.171                35.02         
Ingoy              03.06.2000 250 5.371      34.948      5.421                34.911        
Ingoy              14.06.2000 250 5.467      34.964      5.467                34.923        
Ingoy              23.06.2000 250 5.465      34.977      5.515                34.932        
Ingoy              08.07.2000 250 5.379      35.063      5.409                35.049        
Ingoy              17.07.2000 250 5.276      35.05       5.306                35.028        
Ingoy              25.07.2000 250 5.604      35.029      5.594                35.003        
Ingoy              10.08.2000 250 5.879      35.022      5.879                34.994        
Ingoy              20.08.2000 250 5.814      35.069      5.844                35.051        
Ingoy              30.08.2000 250 5.892      35.083      5.892                35.031        
Ingoy              09.09.2000 250 5.951      35.031      6.001                34.994        
Ingoy              21.09.2000 250 6.289      35.101      6.299                35.034        
Ingoy              30.09.2000 250 6.296      35.075      6.296                35.012        
Ingoy              08.10.2000 250 6.695      35.101      6.715                35.025        
Ingoy              15.10.2000 250 6.905      34.982      6.945                34.924        
Ingoy              22.10.2000 250 7.133      34.94       7.253                34.843        
Ingoy              30.10.2000 250 5.984      35.14       6.024                35.072        
Ingoy              07.11.2000 250 6.718      35.128      7.028                35.05         
Ingoy              15.11.2000 250 6.885      35.055      6.915                34.937        
Ingoy              22.11.2000 250 6.987      35.113      7.067                35.053        
Ingoy              29.11.2000 250 7.52       34.855      7.52                 34.798        
Ingoy              06.12.2000 250 7.536      34.921      7.556                34.872        
Ingoy              17.12.2000 250 6.968      34.968      6.968                34.911        
Ingoy              26.12.2000 250 7.332      35.005      7.382                34.946        
Ingoy              02.01.2001 250 6.766      34.979      6.806                34.925        
Ingoy              10.01.2001 250 6.327      35.106      6.347                35.039        
Ingoy              20.01.2001 250 6.461      34.984      6.461                34.984        
Ingoy              27.01.2001 250 6.243      34.965      6.303                34.947        
Ingoy              04.02.2001 250 5.896      35.071      5.925                35.053        
Ingoy              12.02.2001 250 6.22       34.898      6.2                  34.895        
Ingoy              22.02.2001 250 6.207      34.98       6.247                34.961        
Ingoy              02.03.2001 250 5.987      34.887      5.997                34.859        
Ingoy              09.03.2001 250 5.763      34.702      5.753                34.7          
Ingoy              16.03.2001 250 5.469      34.937      5.469                34.95         
Ingoy              29.03.2001 250 5.382      34.851      5.402                34.869        
Ingoy              10.04.2001 250 5.273      34.732      5.293                -0.148        
Ingoy              18.04.2001 250 5.091      34.698      5.121                34.733        
Ingoy              26.04.2001 250 4.907      34.64       4.917                34.616        
Ingoy              03.05.2001 250 5.041      34.782      5.041                34.754        
Ingoy              11.05.2001 250 5.58       34.764      5.61                 34.748        
Ingoy              27.05.2001 250 5.481      34.941      5.521                34.949        
Ingoy              05.06.2001 250 5.512      34.979      5.532                34.955        
Ingoy              16.06.2001 250 5.311      35.013      5.341                34.981        
Ingoy              25.06.2001 250 5.898      34.98       5.929                34.938        
Ingoy              04.07.2001 250 5.812      35.045      5.852                35.006        
Ingoy              19.07.2001 250 6.249      34.956      6.289                34.912        
Ingoy              26.07.2001 250 5.285      35.075      5.335                35.03         
Ingoy              05.08.2001 250 6.402      35.069      6.402                35.004        
Ingoy              17.08.2001 250 6.574      35.125      6.564                35.065        
Ingoy              24.08.2001 250 6.455      35.004      6.465                34.938        
Ingoy              01.09.2001 250 6.046      35.106      6.056                35.06         
Ingoy              10.09.2001 250 6.528      35.107      6.548                35.068        
Ingoy              17.09.2001 250 6.813      35.125      6.833                -0.025        
Ingoy              26.09.2001 250 6.657      35.081      6.677                35.023        
Ingoy              16.01.2002 250 6.261      34.95       6.281                34.881        
Ingoy              25.01.2002 250 5.715      34.916      5.765                34.849        
Ingoy              01.02.2002 250 5.794      34.838      5.784                34.784        
Ingoy              09.02.2002 250 6.066      34.93       6.076                34.892        
Ingoy              18.02.2002 250 5.811      34.663      5.801                34.595        
Ingoy              26.02.2002 250 5.852      34.931      5.842                34.86         
Ingoy              09.03.2002 250 5.711      34.811      5.671                34.751        
Ingoy              16.03.2002 250 5.505      34.958      5.505                34.91         
Ingoy              25.03.2002 250 5.171      35.072      5.191                35.01         
Ingoy              01.04.2002 250 5.381      34.845      5.391                34.79         
Ingoy              25.04.2002 250 5.725      34.844      5.725                34.795        
Ingoy              01.05.2002 250 5.551      35.058      5.581                35.012        
Ingoy              22.05.2002 250 6.077      35.029      6.127                34.966        
Ingoy              05.06.2002 250 5.969      34.984      5.989                34.916        
Ingoy              22.06.2002 250 6.346      34.985      6.346                34.92         
Ingoy              22.07.2002 250 6.627      34.994      6.807                34.896        
Ingoy              01.08.2002 250 6.841      35.005      6.871                34.93         
Ingoy              12.08.2002 250 5.502      35.154      5.532                35.067        
Ingoy              19.08.2002 250 6.529      35.1        6.529                35.012        
Ingoy              27.08.2002 250 6.572      35.087      6.592                35.011        
Ingoy              06.09.2002 250 6.69       35.001      6.66                 34.919        
Ingoy              12.09.2002 250 6.562      35.213      6.542                35.132        
Ingoy              21.09.2002 250 6.907      35.134      6.938                35.053        
Ingoy              02.11.2002 250 7.568      35.175      7.558                35.059        
Ingoy              09.11.2002 250 6.914      35.159      6.904                35.064        
Ingoy              16.11.2002 250 7.252      35.22       7.262                35.124        
Ingoy              27.11.2002 250 7.018      35.218      7.058                35.12         
Ingoy              05.12.2002 250 7.139      34.945      7.169                34.801        
Ingoy              12.12.2002 250 7.379      35.09       7.319                34.98         
Ingoy              21.12.2002 250 7.189      35.145      7.249                35.033        
Ingoy              28.12.2002 250 6.752      34.862      -0.168               34.859        
Ingoy              04.01.2003 250 6.517      35.196      6.517                35.268        
Ingoy              12.01.2003 250 6.09       34.977      6.1                  34.88         
Ingoy              21.01.2003 250 5.76       35.07       5.8                  34.991        
Ingoy              28.01.2003 250 5.633      34.874      5.633                34.772        
Ingoy              04.02.2003 250 5.475      34.87       5.525                34.843        
Ingoy              13.02.2003 250 5.42       34.932      5.45                 34.847        
Ingoy              21.02.2003 250 5.647      35.01       5.707                34.946        
Ingoy              02.03.2003 250 5.449      34.864      5.469                34.769        
Ingoy              09.03.2003 250 5.471      35.056      5.462                34.952        
Ingoy              16.03.2003 250 5.447      34.971      5.467                34.842        
Ingoy              25.03.2003 250 5.464      35.042      -0.006               34.965        
Ingoy              01.04.2003 250 5.325      35.103      5.385                35.028        
Ingoy              12.04.2003 250 5.261      35.112      5.271                35.051        
Ingoy              19.04.2003 250 5.547      35.151      5.577                35.076        
Ingoy              27.04.2003 250 5.538      35.143      5.538                35.063        
Ingoy              05.05.2003 250 5.502      35.17       5.492                35.09         
Ingoy              14.05.2003 250 5.72       35.081      5.72                 35.003        
Ingoy              21.05.2003 250 5.721      35.006      5.731                34.919        
Ingoy              29.05.2003 250 5.822      35.081      5.812                34.994        
Ingoy              06.06.2003 250 5.857      35.151      5.927                35.084        
Ingoy              13.06.2003 250 5.733      35.131      5.733                35.049        
Ingoy              23.06.2003 250 6.069      35.029      6.069                34.948        
Ingoy              01.07.2003 250 5.964      35.048      5.984                34.965        
Ingoy              08.07.2003 250 5.666      35.166      5.686                35.093        
Ingoy              15.07.2003 250 6.036      35.108      6.026                35.017        
Ingoy              23.07.2003 250 6.053      35.104      6.063                35.026        
Ingoy              03.08.2003 250 6.119      35.075      6.119                35.143        
Ingoy              20.08.2003 250 6.335      35.107      6.305                35.017        
Ingoy              29.08.2003 250 5.492      35.189      5.502                35.098        
Ingoy              06.09.2003 250 6.797      35.109      6.807                35.023        
Ingoy              13.09.2003 250 6.442      35.175      6.452                35.095        
Ingoy              20.09.2003 250 6.963      35.126      7.053                35.06         
Ingoy              13.10.2003 250 7.258      35.072      7.378                34.976        
Ingoy              21.10.2003 250 6.782      35.239      6.722                35.147        
Ingoy              29.10.2003 250 7.379      34.979      7.359                34.895        
Ingoy              05.11.2003 250 7.22       35.142      7.24                 35.068        
Ingoy              14.11.2003 250 7.089      35.192      7.08                 35.114        
Ingoy              22.11.2003 250 7.264      34.97       7.164                34.84         
Ingoy              11.12.2003 250 7.278      34.784      7.308                34.671        
Ingoy              23.12.2003 250 6.844      35.165      7.334                35.108        
Ingoy              31.12.2003 250 6.87       35.05       6.87                 34.961        
Ingoy              10.01.2004 250 6.338      35.026      6.408                34.956        
Ingoy              19.01.2004 250 6.295      35.634      6.315                70.721        
Ingoy              09.02.2004 250 5.758      35.028      5.888                34.927        
Ingoy              16.02.2004 250 5.59       34.821      5.83                 34.768        
Ingoy              23.02.2004 250 5.83       34.842      5.96                 34.741        
Ingoy              06.03.2004 250 5.379      34.988      5.379                34.988        
Ingoy              14.03.2004 250 5.434      35.014      5.924                34.988        
Ingoy              24.03.2004 250 5.277      35.065      5.387                35.055        
Ingoy              03.04.2004 250 5.397      34.93       5.577                34.898        
Ingoy              10.04.2004 250 4.981      34.752      5.111                34.688        
Ingoy              17.04.2004 250 5.672      35.023      5.802                34.983        
Ingoy              18.05.2004 250 5.963      34.871      5.963                34.871        
Ingoy              03.06.2004 250 6.1        34.949      6.1                  34.949        
Ingoy              10.06.2004 250 6.144      34.893      6.224                34.946        
Ingoy              20.06.2004 250 6.29       35.026      6.5                  34.993        
Ingoy              28.06.2004 250 6.415      35.067      6.515                35.011        
Ingoy              10.07.2004 250 6.447      34.992      6.497                35.045        
Ingoy              18.07.2004 250 6.571      35.102      6.631                35.056        
Ingoy              25.07.2004 250 6.183      35.122      6.213                35.091        
Ingoy              03.08.2004 250 5.903      35.117      5.943                35.077        
Ingoy              10.08.2004 250 6.602      35.122      6.641                35.082        
Ingoy              27.08.2004 250 6.449      35.145      6.579                35.082        
Ingoy              24.09.2004 250 7.095      35.366      6.944                35.129        
Ingoy              02.10.2004 250 6.969      35.374      7.089                35.12         
Ingoy              11.10.2004 250 6.878      35.386      7.068                35.134        
Ingoy              31.10.2004 250 7.186      35.349      7.436                35.103        
Ingoy              10.11.2004 250 7.149      35.275      7.259                35.029        
Ingoy              18.11.2004 250 6.709      35.397      6.899                35.142        
Ingoy              14.12.2004 250 6.642      35.028      6.732                35.084        
Ingoy              21.12.2004 250 6.259      35.114      6.359                35.142        
Ingoy              28.12.2004 250 6.632      35.026      6.762                35.068        
Ingoy              28.01.2005 250 6.383      34.868      6.473                34.86         
Ingoy              04.02.2005 250 5.574      34.423      5.624                34.452        
Ingoy              13.02.2005 250 6.541      34.985      6.611                34.968        
Ingoy              21.02.2005 250 6.529      35.083      6.619                35.049        
Ingoy              01.03.2005 250 6.195      35.079      6.295                35.06         
Ingoy              09.03.2005 250 5.849      34.711      5.959                34.7          
Ingoy              20.03.2005 250 6.136      34.97       6.236                34.938        
Ingoy              27.03.2005 250 5.756      34.854      5.866                34.809        
Ingoy              04.04.2005 250 5.689      34.78       5.7                  34.803        
Ingoy              11.04.2005 250 5.938      34.855      5.958                34.923        
Ingoy              18.04.2005 250 6.042      34.97       6.042                35.03         
Ingoy              26.04.2005 250 5.764      34.99       5.793                35.032        
Ingoy              03.05.2005 250 5.89       34.982      5.91                 35.024        
Ingoy              12.05.2005 250 6.065      34.89       6.065                34.945        
Ingoy              26.05.2005 250 5.751      35.033      5.761                35.06         
Ingoy              02.06.2005 250 6.175      34.945      6.205                34.98         
Ingoy              09.06.2005 250 6.238      34.933      6.228                34.957        
Ingoy              16.06.2005 250 5.68       35.06       5.67                 35.113        
Ingoy              24.06.2005 250 6.444      34.88       6.454                34.934        
Ingoy              06.07.2005 250 5.887      35.025      0.438                35.196        
Ingoy              17.07.2005 250 6.923      34.814      0.013                34.527        
Ingoy              01.08.2005 250 6.414      35.049      6.454                35.08         
Ingoy              17.08.2005 250 6.605      35.083      6.625                35.108        
Ingoy              26.08.2005 250 6.709      34.95       6.609                35.015        
Ingoy              02.09.2005 250 7.213      34.927      7.233                34.977        
Ingoy              12.09.2005 250 7.177      35.005      7.167                35.051        
Ingoy              20.09.2005 250 6.657      35.025      6.647                35.06         
Ingoy              27.09.2005 250 7.401      34.923      7.381                34.965        
Ingoy              05.10.2005 250 7.186      35.039      7.186                35.082        
Ingoy              12.10.2005 250 8.124      34.652      8.074                34.682        
Ingoy              20.10.2005 250 7.132      35.165      7.142                35.193        
Ingoy              31.10.2005 250 7.955      34.78       7.955                34.776        
Ingoy              15.11.2005 250 7.911      34.9        7.911                34.906        
Ingoy              24.11.2005 250 7.772      34.958      7.782                34.941        
Ingoy              03.12.2005 250 7.588      34.89       7.588                34.89         
Ingoy              10.12.2005 250 7.41       34.99       7.41                 34.953        
Ingoy              18.12.2005 250 7.379      34.976      7.379                34.996        
Ingoy              29.12.2005 250 7.227      35.034      7.277                35.036        
Ingoy              07.01.2006 250 7.232      34.73       7.232                34.776        
Ingoy              14.01.2006 250 7.216      34.76       7.216                34.732        
Ingoy              28.01.2006 250 6.974      34.97       7.014                34.981        
Ingoy              04.02.2006 250 6.717      34.9        6.747                34.868        
Ingoy              11.02.2006 250 6.701      34.918      6.791                34.908        
Ingoy              19.02.2006 250 6.754      34.95       6.824                34.925        
Ingoy              27.02.2006 250 6.492      34.88       6.622                34.672        
Ingoy              06.03.2006 250 6.255      34.958      6.265                34.926        
Ingoy              13.03.2006 250 6.064      34.753      6.094                34.716        
Ingoy              23.03.2006 250 5.964      35.004      5.984                34.95         
Ingoy              31.03.2006 250 5.782      35.029      5.982                35.003        
Ingoy              29.05.2006 250 5.822      34.9        5.962                34.874        
Ingoy              05.06.2006 250 5.869      35.075      5.979                35.07         
Ingoy              12.06.2006 250 5.951      34.98       5.971                34.936        
Ingoy              20.06.2006 250 6.022      35.1        6.112                35.063        
Ingoy              28.06.2006 250 6.47       34.96       6.56                 34.931        
Ingoy              05.07.2006 250 6.26       35.073      6.4                  35.047        
Ingoy              13.07.2006 250 6.392      35.07       6.543                35.001        
Ingoy              20.07.2006 250 6.448      35.087      6.548                35.055        
Ingoy              28.07.2006 250 6.123      35.16       6.264                35.09         
Ingoy              04.08.2006 250 6.262      35.185      6.422                35.125        
Ingoy              11.08.2006 250 6.778      35.09       6.868                35.034        
Ingoy              26.08.2006 250 6.681      35.162      6.811                35.129        
Ingoy              02.09.2006 250 7.027      35.085      7.107                35.151        
Ingoy              23.09.2006 250 6.885      35.09       6.985                35.168        
Ingoy              01.10.2006 250 7.007      35.11       7.007                35.188        
Ingoy              19.10.2006 250 7.277      35.04       7.377                35.145        
Ingoy              27.10.2006 250 7.592      35.008      7.812                35.113        
Ingoy              05.11.2006 250 7.13       35.013      7.23                 35.118        
Ingoy              12.11.2006 250 7.248      35.04       7.308                35.158        
Ingoy              19.11.2006 250 7.118      35.04       7.218                34.996        
Ingoy              30.11.2006 250 6.854      35.048      6.954                35.153        
Ingoy              19.12.2006 250 7.033      35.097      7.103                35.057        
Ingoy              29.12.2006 250 6.846      35.037      6.896                35.016        
Ingoy              05.01.2007 250 6.76       35.06       6.82                 -0.06         
Ingoy              16.01.2007 250 6.688      35.13       6.768                35.119        
Ingoy              29.01.2007 250 6.452      34.888      6.552                34.872        
Ingoy              05.02.2007 250 6.545      34.95       6.685                34.879        
Ingoy              14.02.2007 250 6.094      35.15       6.224                35.107        
Ingoy              22.02.2007 250 6.025      35.01       6.015                35.105        
Ingoy              28.02.2007 250 5.868      35.006      5.838                35.082        
Ingoy              08.03.2007 250 5.69       35.015      5.67                 35.107        
Ingoy              19.03.2007 250 5.813      34.91       5.804                34.982        
Ingoy              01.04.2007 250 5.909      34.91       5.899                34.993        
Ingoy              12.04.2007 250 5.787      34.87       5.757                34.955        
Ingoy              24.04.2007 250 5.796      34.97       5.786                35.001        
Ingoy              14.05.2007 250 6.115      34.868      6.105                34.984        
Ingoy              21.05.2007 250 5.828      34.737      5.808                34.829        
Ingoy              30.05.2007 250 6.066      34.985      6.046                35.062        
Ingoy              08.06.2007 250 6.305      34.887      6.305                34.978        
Ingoy              18.06.2007 250 6.308      34.977      6.268                34.968        
Ingoy              29.06.2007 250 5.729      35.13       5.799                35.108        
Ingoy              09.07.2007 250 5.863      35.107      5.913                35.128        
Ingoy              18.07.2007 250 5.884      35.12       5.854                35.109        
Ingoy              26.07.2007 250 6.084      35.09       6.084                35.078        
Ingoy              08.08.2007 250 6.799      35.03       6.748                35.083        
Ingoy              17.08.2007 250 6.426      35.1        6.456                35.081        
Ingoy              25.08.2007 250 7.052      35.09       7.092                35.067        
Ingoy              01.09.2007 250 6.01       35.165      5.97                 35.106        
Ingoy              12.09.2007 250 7.051      35.12       7.051                35.075        
Ingoy              22.09.2007 250 7.046      35.164      7.096                35.119        
Ingoy              01.10.2007 250 7.031      35.18       7.051                35.16         
Ingoy              08.10.2007 250 7.565      35.094      7.615                35.063        
Ingoy              16.10.2007 250 7.375      35.16       7.345                35.13         
Ingoy              27.10.2007 250 7.844      34.963      0.564                -0.192        
Ingoy              03.11.2007 250 7.656      35.197      7.656                35.136        
Ingoy              13.11.2007 250 7.667      34.935      7.667                34.883        
Ingoy              28.11.2007 250 7.302      35.08       7.302                34.985        
Ingoy              05.12.2007 250 7.157      35.025      7.187                34.94         
Ingoy              23.12.2007 250 6.852      35.165      6.842                -0.005        
Ingoy              05.01.2008 250 6.943      35.12       6.943                35.153        
